,대화셋일련번호,content
2924,A32757,혹시 모바일 상품권 유효기간이 어떻게 되십니까?
2925,A32757,2020년 11월 25일이요
2926,A32757,유효기간이 지난것은 아니네요
2927,A32757,네 제가 11월 30일날 사용예정이라서요
2928,A32757,그러시군요 연장신청을 하시면 됩니다.
2929,A32757,연장이요 어떻게요?
2930,A32757,교환권의 상세화면에서 유효기간 연장 버튼이 노출 되는 시기에 해당버튼을 눌러 신청하면 됩니다.
2931,A32757,연장버튼이요?
2932,A32757,네 모바일 상품권 화면클릭해보시면 사용기한이 나오고 연장버튼이 있으십니다.
2933,A32757,제 눈에는 왜 안보일까요?
2934,A32757,아니시면 고객센터에 문의전화 한번주시겠습니까?
2935,A32757,고객센터에서도 연장할 수 있군요
2936,A32758,패밀리 레스토랑 모바일 상품권을 선물 받았어요
2937,A32758,"그러시군요, 고객님"
2938,A32758,무슨 문제가 있습니까?
2939,A32758,받긴 했는데 저희 지역엔 그 레스토랑이 없어요
2940,A32758,그러시군요
2941,A32758,그럼 선물받으신 모바일 상품권을 못 쓰신다는 말씀이시죠?
2942,A32758,그렇죠
2943,A32758,그럼 선물 거절을 선택하시면 됩니다.
2944,A32758,선물거절이요? 어떻게요
2945,A32758,모바일 상품권을 열어보세요
2946,A32758,열어요? 클릭이요
2947,A32758,상품 아래쪽에 선물거절 안내멘트 보이세요?
2948,A32758,아. 네
2949,A32758,클릭해주시면 보내시는 분께서 선물거절로 상품권 환불을 받으실 수 있으세요
2950,A32758,그래도 선물 받았는데 거절을 누르면 기분 나쁠텐데
2951,A32758,하지만 어쩔 수 없이 거절하시는 고객님의 마음도 이해하실 겁니다.
2952,A32758,핸드폰으로 거절 말고 전화로는 안되요?
2953,A32758,고객센터를 이용하는 방법도 있습니다.
2954,A32758,선물거절하면 금액은 다 보내신분이 받을 수 있는거죠?
2955,A32758,유효기간 이내이시면 100% 환불 되세요
2956,A32759,케잌 쿠폰을 선물 받았는데 어디에 있는지 모르겠어요
2957,A32759,쿠폰 선물 말씀이신가요?
2958,A32759,네 톡으로 왔거든요
2959,A32759,모바일 상품권을 선물 받으신거네요
2960,A32759,네 
2961,A32759,톡으로 왔을때는 확인했는데 다시 찾으니까 없어요
2962,A32759,카카오톡 앱의 선물함에 보시면 쿠폰이 있으실 겁니다.
2963,A32759,카카오톡 안에요?
2964,A32759,카카오톡 하단에 점점점 보이시죠
2965,A32759,네 보여요
2966,A32759,클릭하시면 선물하기를 눌러주시고 오른쪽 상단에 선물함이 있습니다.
2967,A32759,아 그렇네요
2968,A32759,그리고 고맙다는 인사를 못했는데 이런것도 친구 톡으로 보낼 수 있어요?
2969,A32759,네 감동카드 보내기 누르시고 작성하시면 쿠폰 보내신 친구분이 편지 받아보실 수 있으십니다.
2970,A32759,그리고 한가저 더요
2971,A32759,네 말씀하세요
2972,A32759,케잌 쿠폰은 어떻게 써요?
2973,A32759,네 상품권 사용처에 가셔셔 선물함 열어보시면 바코드 사용하셔셔 케잌교환하시면 됩니다.
2974,A32759,아 해보니 쉬운것 같아요
2975,A32759,즐거운 하루보내세요
2976,A32760,모바일 상품권을 어떻게 사용해요?
2977,A32760,어떤 모바일 상품권인가요?
2978,A32760,베스킨라빈스요
2979,A32760,모바일 상품권은 어떤 경로로 받으셨나요?
2980,A32760,친구가 카카오톡 생일 선물로 보내줬어요?
2981,A32760,그러시군요
2982,A32760,사용방법이 궁금하신 건가요?
2983,A32760,네
2984,A32760,모바일 상품권 사용처에서 선물받으신 모바일 상품권 바코드로 결제하시면 됩니다.
2985,A32760,바코드가 있었구나
2986,A32760,근데요 제가 아이스크림 케이크 쿠폰을 받았거든요
2987,A32760,네 고객님
2988,A32760,꼭 이 상품을 사야하는거죠?
2989,A32760,보통은 상품권 금액내에서 다른 상품도 구매 가능한걸로 알고 있습니다.
2990,A32760,진짜요?
2991,A32760,더 자세한 사항은 베스킨라빈스 매장에 전화해보시는 것이 정확할 것 같습니다.
2992,A32760,전화번호는 모르시죠?
2993,A32760,죄송합니다. 인터넷을 이용해서 고객님 지역 매장전화번호를 찾아보시는 것이 더 빠르실 것 같습니다.
2994,A32760,"그렇겠죠, 감사합니다."
2995,A32760,네 상담원 000이었습니다.
2996,A32761,제 앱에 더치패이 기능이 있던데 이건 어떻게 사용해요
2997,A32761,지인들과 결제를 나눠서 하실 경우 현금이 없다면 이용가능한 기능입니다.
2998,A32761,현금이 없을때요?
2999,A32761,결제하신 친구분께 나눈금액을 이체하는 서비스 입니다.
3000,A32761,그냥 금액 이체서비스네요?
3001,A32761,간단한 금액을 이체해주는 서비스입니다.
3002,A32761,이런서비스 좋아요
3003,A32761,어떻게 사용해요?
3004,A32761,앱에 보시면 더치페이 카테고리 이용하시면 됩니다.
3005,A32761,지금 카테고리 예요
3006,A32761,더치패이 할 금액 넣으시면 결과가 나오시죠?
3007,A32761,총금액에 각각 나눈금액도 나오는군요
3008,A32761,계산완료를 누르시면 어떤 방법으로 발송하실건지에 대해서도 나옵니다.
3009,A32761,"그렇네요, 카카오톡이랑, 문자로 나오네요"
3010,A32761,어떤 방법을 선택하실 건가요?
3011,A32761,간단히 카카오톡으로 해보려구요
3012,A32761,그럼 카카오톡방에 있는 모든 사람이 볼 수 있겠네요
3013,A32761,네 모두 공유하실 수 있습니다.
3014,A32761,편리한 서비스네요
3015,A32761,네 그렇습니다.
3016,A32762,ATM기로 얼마까지 출금되요?
3017,A32762,고객님 출금액이 얼마입니까?
3018,A32762,지금 700만원이 필요해요
3019,A32762,ATM기는 1일 600만원까지 출금이 가능하십니다.
3020,A32762,헉 어쩌나
3021,A32762,출금한도가 천만원 아니었어요?
3022,A32762,"지점을 이용할 시는 1일 1천만원을 정해놓으신것 같구요, ATM기 같은경우는 출금한도가 600만원으로정해져 있습니다."
3023,A32762,그렇구나
3024,A32762,그럼 우선 600만원은 출금되죠?
3025,A32762,네 가능하십니다.
3026,A32762,다행이네
3027,A32762,한꺼번에는 못 뽑죠?
3028,A32762,네 1회 70만원으로 8회 뽑으시고 나머지 40만원 인출하시면 됩니다.
3029,A32762,몇번을 뽑아야 된느거야
3030,A32762,은행에 가면요?
3031,A32762,네 그러시면 700만원을 바로 인출하실 수 있습니다.
3032,A32762,은행 영업시간이 4시까지 인가요?
3033,A32762,4시 30분까지 입니다.
3034,A32762,지금 당장 갈께요
3035,A32762,알겠습니다. 고객님
3036,A32763,친구한테 빵쿠폰을 보내볼려구요
3037,A32763,네 그러시군요
3038,A32763,모바일 상품권을 지인분께 보낸다는 말씀이신거죠?
3039,A32763,받기만 했는데 한번 보내볼려구요
3040,A32763,카카오톡을 이용해서 모바일 상품권을 보내실 수 있습니다.
3041,A32763,혹시 카카오톡을 사용하고 있으신가요?
3042,A32763,네 카카오톡이 핸드폰에 있어요
3043,A32763,카카오톡을 통한 선물하기를 안내해 드릴까요?
3044,A32763,천천히 말해주면 제가 따라서 해볼께요
3045,A32763,알겠습니다 
3046,A32763,카카오톡에 쿠폰을 보내실 지인을 선택하시겠습니까?
3047,A32763,네 했어요
3048,A32763,지인분의 프로필에 보시면 상단에 선물하트 그림이 있으신가요?
3049,A32763,네 찾았어요
3050,A32763,선물하고 싶으신 모바일 상품권을 고르시고 결제하기 하시면 됩니다.
3051,A32763,결제는 뭘로 해요?
3052,A32763,카카오페이 등록 되어 있으신가요?
3053,A32763,"아니요, 없어요"
3054,A32763,신용카드나 무통장 입금등도 가능합니다.
3055,A32763,"그렇네요, 감사해요"
3056,A32764,카카오톡으로 송금할 수 있나요?
3057,A32764,네 가능합니다.
3058,A32764,처음 사용해 보시나요
3059,A32764,네 친구들이 사용하고 있어서 저도 해볼려구요
3060,A32764,그러시군요
3061,A32764,어떻게 보내면 되나요?
3062,A32764,송금하실 친구분을 클릭해주세요
3063,A32764,했어요
3064,A32764,친구분 프로필 상단에 보시면 원 표시가 보이시나요?
3065,A32764,네 찾았어요
3066,A32764,원표시를 한번 눌러주시면 송금하는 화면이 나오십니다.
3067,A32764,근데 제가 보낼려고 하는 금액은 2만원인데 페이머니는 6천원 밖에 없으면 어떻게 해요
3068,A32764,부족금액은 카카오페이 연결 계좌에서 자동 충전되어서 송금됩니다.
3069,A32764,자동연결 한적 없는데요
3070,A32764,혹시 카카오페이 연계계좌를 모르시나요?
3071,A32764,아 새마을금고통장이요
3072,A32764,새마을금고 통장 잔액이 있으시면 모자라는 금액충전해서 송금되세요
3073,A32764,그렇구나
3074,A32764,친구계좌번호를 몰라도 송금하면 친구가 바로 받을 수 있나요?
3075,A32764,카카오톡 친구로 신청되어 있으면 가능합니다.
3076,A32765,카카오톡 송금하는거 궁금한 점이 있어요
3077,A32765,어떤점이 궁금하신가요?
3078,A32765,보내는 금액이 얼마까지 되요?
3079,A32765,1회 200만원 까지 입니다.
3080,A32765,많이 보낼 수 있구나
3081,A32765,송금수수료있어요?
3082,A32765,카카오톡 송금서비스는 수수료가 없습니다.
3083,A32765,무료구나
3084,A32765,제가 연계된 통장을 바꿔야 할 것 같은데요
3085,A32765,네 계좌변경 등록하시면 됩니다.
3086,A32765,제가 직접하면 되는거죠?
3087,A32765,네 그렇습니다.
3088,A32765,근데 송금할려고 보니까 페이머니가 0원이면 송금이 더 이상 안되나요?
3089,A32765,잔액이 0원 이어도 충전 가능한 계좌등록이 되어 있어서 1만원 단위로 자동충전 됩니다.
3090,A32765,자동충전되는구나
3091,A32765,송금할 친구를 잘 못 선택하면 취소되요?
3092,A32765,네 상대방이 받기 완료 하기 전 취소 가능합니다.
3093,A32765,비밀번호를 잘 못 누르면 어떻게 되요?
3094,A32765,비밀번호는 5회까지 다시 입력가능합니다.
3095,A32765,알려주셔셔 감사합니다.
3096,A32766,이체할려는데 비밀번호가 생각이 안나요
3097,A32766,네 고객님 그러셨군요
3098,A32766,인터넷 뱅킹을 사용하시나요?
3099,A32766,네 이체할려구요
3100,A32766,혹시 비밀번호가 오류가 나던가요?
3101,A32766,틀린번호를 5번 입력했나봐요
3102,A32766,그러시군요 비밀번호 5회 입력오류시는 재발급받으셔야 합니다.
3103,A32766,뭔지 도통 생각이 안나요
3104,A32766,그럼 기존에 비밀번호는 사용 못하는 건가요?
3105,A32766,네 재등록 하셔야 사용가능하십니다.
3106,A32766,보통 비밀번호가 몇자리 인가요?
3107,A32766,영문조합해서 6~10자리 이내로 만들면 되십니다.
3108,A32766,그니까요 너무 길어서 잊었나봐요
3109,A32766,재등록 하려면 필요한 서류가 있나요?
3110,A32766,필요한 서류는 없으세요
3111,A32766,재등록은 또 틀리면 또 할 수있는건가요?
3112,A32766,네 여러 번 하실수 있습니다.
3113,A32766,자꾸 잊어서 다행이네요
3114,A32766,비밀번호를 적어놔야겠죠?
3115,A32766,네 아무래도 메모를 해두시는 것이 좋을 것 같습니다.
3116,A32767,주택담보대출 받을 수 있는지 알아보려구요
3117,A32767,담보대출 가능여부에 대해서 문의 주셨습니까?
3118,A32767,네 알아보려구요
3119,A32767,본인인증 요청문자 발송해도 되겠습니까?
3120,A32767,가능여부도 본인인증이 필요한가요?
3121,A32767,네 그렇습니다.
3122,A32767,문자보내주세요
3123,A32767,문자 보내드렸습니다. 확인해 주세요
3124,A32767,인증 완료했어요
3125,A32767,아파트 담보대출은 주택구입과 생활자금 대출이 있는데 어떤 종류를 하실 예정이십니까?
3126,A32767,생활자금이요
3127,A32767,혹시 주택이 자가이십니까?
3128,A32767,네 제 명의로 되어 있어요
3129,A32767,주택의 소유시기는 2007년 이전이십니까?
3130,A32767,"아니요, 이후요"
3131,A32767,현재 거주하고 계십니까?
3132,A32767,네 살고 있어요
3133,A32767,자택주소지 말씀해 주세요
3134,A32767,00시 00 00길 000 이요
3135,A32767,고객님 주택담보대출 가능금액은 2억 5천입니다.
3136,A32768,관리비를 카드납부 신청할려구요
3137,A32768,아파트 관리비를 카드로 자동이체 신청하시는 건입니까?
3138,A32768,네 통장 잔고가 자꾸 없어서 연체가 되네요
3139,A32768,그러셨군요
3140,A32768,사용하시고 계신 카드가 있으신가요?
3141,A32768,00카드로 해주세요
3142,A32768,본인 카드이신가요?
3143,A32768,네 제껍니다.
3144,A32768,본인확인차 몇가지 물어보겠습니다.
3145,A32768,그러세요
3146,A32768,성함이 어떻게 되세요
3147,A32768,000이요
3148,A32768,카드번호 알려주시겠습니까?
3149,A32768,주민등록번호 불러드리면 안되나요?
3150,A32768,가능하십니다.
3151,A32768,OOOOOO-OOOOOO이요
3152,A32768,고객님은 당사 카드 2장을 소유하고 계십니다.어떤걸로 해드릴까요
3153,A32768,00카드요
3154,A32768,아파트 관리비 자동이체 신청을 00카드로 신청해 드렸습니다.
