	고객질문(요청)
9176	통장을 재발급하려면 어떻게 하나요?
9178	아이랑 동행해야 하나요? 
9180	통장 재발급하고 내용 정리도 해주나요?
9182	재발급하고 거래내역을 보려면 어떻게 하나요?
9186	카드사용내역을 정확히 알고싶은데 어떻게 하나요? 
9194	결제내역 조회를 했는데 안뜨는데요? 
9196	전화를 해야하나요?
9198	그럼 제 결제내역을 바로 알 수 있나요?
9200	조회만 하면 내 내역을 다 보나요? 
9202	항목이 많은데 뭐 누르면 되나요? 
9206	월세납입증명서가 뭔가요?
9208	연말정산때 내나요? 
9210	어떻게 준비하나요?
9216	어디서 출력하나요? 
9218	증명서 중 뭘 출력하나요? 
9220	1년꺼 다 나오나요?
9222	어 안나오는데요? 
9224	10일 넘으면 발급되나요? 
9226	거래내역서를 첨부해서 연말정산 신청하려는데 어떻게 하나요?
9234	출력은 어떻게 하나요?
9240	수수료 이체는 어디로 하나요?
9242	프린트는 어떻게 하나요? 
9244	바로 되나요?
9246	OO은행 사용중인데 거래내역서를 받을 수 있나요? 
9248	엑셀파일로 받을 수 있나요?
9250	카드 사용내역만 받을 수 있나요? 
9262	다른 이메일로 받을 수 있나요?
9266	OO은행로 해외에서 송금받을 수 있어요?
9268	제 이름과 계좌번호만 알면 상대방이 보낼 수 있나요?
9270	은행 코드가 뭔가요?
9272	OO은행인데 코드가 뭔가요?
9274	상대가 보내면 제가 바로 출금할 수 있나요?
9276	3일뒤에 OO은행 잔액조회 하면 되나요?
9278	송금정보가 뭔가요? 
9280	MTCN이 뭐에요?
9282	해외송금 받을때 달러로 받나요?
9284	환율은 보낼때 환율인가요? 
9286	가족의 통장 거래내역이나 잔고를 확인하고 싶은데요? 
9292	부부인데요?
9294	저한테 공인인증서가 있고 비밀번호도 아는데요? 
9296	남편의 동의 없이 보면 법으로 처벌되나요? 
9298	그럼 몰래 봐도 되네요?
9300	예전에 남편이 비밀번호를 가르쳐 준건데요?
9302	이걸로 다른 계좌를 만들었는지 알 수 있나요?
9306	할머니가 돌아가셨는데 통장의 잔고를 가족이 확인할 수 있나요? 
9310	은행을 모르는데 어떻게 하나요?
9312	아무나 조회할 수 있나요?
9314	그럼 아버지나 고모가 해야하나요?
9316	조회하면 할머니가 거래하시던 은행만 알 수 있나요? 
9318	통장에 잔고가 있다면 출금할 수 있나요? 
9320	어떨게 증명하나요? 
9322	저 혼자 가도 되나요?
9324	무조건 다 가야 하나요? 
9326	연말정산때문에 은행 서류 발급받아야 하는데 어떻게 하나요?
9334	은행을 방문하지 않고 뗄 수 있나요? 
9336	어디로 들어가야 하나요? 
9342	발급받으면 홈텍스에 첨부하면 되나요? 
9346	착한페이 거래내역을 조회해볼 수 있나요?
9348	어디로 들어가나요?
9350	그럼 조회는 앱에서 바로 되나요?
9352	어디로 들어가나요? 
9354	출력은 할 수 없나요?
9356	6개월 전 내역은 왜 안되나요? 
9358	그 전의 내용은 못보나요? 
9360	전화를 하라고요?
9362	앱에서 질문하면 되나요? 
9364	신청하면 바로 되나요? 
9366	울산페이 사용하려고 하는데 어떻게 하나요? 
9368	울산페이인데요?
9370	다운받아서 지역 입력했어요
9372	계좌를 연결했는데 바로 사용하면 되나요?
9374	어디로 들어가나요? 
9378	통장 잔고를 확인하라고요? 
9382	다른 계좌를 추가로 연결해도 되나요? 
9384	연결했던 계좌를 지우면 되나요? 
9386	공인인증서가 곧 폐지된다는데 그럼 본인인증을 어떻게 하나요? 
9388	카카오페이의 인증서도 되나요? 
9390	어떻게 발급받나요?
9396	끝인가요? 
9398	제 계좌로 하나요?
9400	계좌번호를 넣으면 되나요?
9406	카카오페이 인증서를 받았는데 안전한가요?
9408	은행 공인인증서와 같은 방식인가요? 
9410	카카오페이 인증서는 카카오에서만 쓰이나요?
9414	은행 공인인증서보다 비밀번호가 너무 간단하지 않나요? 
9416	간편하지만 왠지 불안한데요? 
9418	어떤걸 볼 수 있나요?
9420	생각보다 많은걸 볼 수 있네요? 
9422	생체인식이요? 
9426	OO은행 거래내역서가 필요한데요? 
9432	통장이 있어야 하나요? 
9434	근데 해지한 통장인데 되나요? 
9436	해지했는데 거래내역이 보관되나요? 
9438	발급일로 5년인가요? 
9440	왜 보관하나요? 
9442	은행을 방문하면 되나요?
9444	은행 업무시간이 어떻게 되나요? 
9446	현금영수증 등록한거 어디서 확인하나요?
9450	폰번호 입력한거 다 뜨나요? 
9458	예전것도 안되는데요?
9460	발급수단이요? 
9464	어디로 하면 되나요? 
9466	나한테 거래내역이 남지않게 다른 사람에게 입금 할 수 있나요?
9470	다른 방법은 없나요? 
9472	상대방에게는 어떻게 나오나요? 
9476	ATM기로 5000원 보내려고 하는데 되나요? 
9478	주민등록번호를 입력하라는데 뒷자리를 몰라도 괜찮나요?
9480	제 전화번호를 입력할텐데 혹시 전화가 오나요? 
9482	제 정보에 입금했던 내용이 기록되나요? 
9484	그럼 부모님이 알 수 있나요? 
9486	미성년자인데 무통장으로 입금할 수 있나요?
9488	어떻게 하나요?
9490	뭐가 필요한가요? 
9492	온라인쇼핑몰에 입금할건데요? 
9494	보내는 사람의 정보는 뭔가요? 
9498	은행으로 가면 되나요?
9500	같은 은행으로 보낼건데 수수료 얼마인가요? 
9502	제 계좌에서 빼서 넣어달라고 하면 되나요?
9504	제가 통장에서 돈을 빼서 쇼핑몰로 넣어달라고 하면 되나요? 
9506	내가 안썼는데 카드 결제문자가 올 수 있나요? 
9508	전 받았는데요? 
9514	그럼 뭘 결제했는지 어떻게 아나요?
9516	홈페이지에 들어가면 어떻게 하나요? 
9518	조회하기 하면 되나요?
9520	가입없이 볼 수 있나요?
9522	승인번호가 기억나지 않는데요?
9524	OO카드로요?
9526	OO은행에 저금통이 있던데 그게 뭔가요?
9530	어떻게 신청하나요?
9536	무슨 차이인가요?
9538	동전모으기는요? 
9540	잔액은 얼마를 말하나요?
9542	저금통에 모인 돈은 바로 보이나요?
9544	그럼 정확한 금액은 모르네요?
9546	친구가 카뱅에 저금통 누가 빨리 모으는지 하자고 하는데 뭔지 알려주세요. 
9548	돈을 모으는 건가요?
9550	적금처럼 매달 이체하는건가요?
9552	얼마나 모으는 건가요?
9554	그럼 내계좌에 잔돈이 많아야 하나요?
9556	어떤 방식이 유리할까요?
9560	금리도 있나요?
9566	OO은행 사용중인데 세이프박스가 뭔가요?
9570	CMA면 이자가 높나요?
9572	어떻게 사용하나요?
9574	한도를 설정하라고 나오네요?
9576	벌써 가입이 끝났나요?
9578	세이프박스로 돈을 입금하면 되나요?
9580	입금 한도가 500만원이던데요?
9582	이자는 매일 들어오나요?
9598	해지하지 않고 사용하는 방법은 없나요?
9602	세이프박스 이율은 얼마에요?
9606	CMA계좌가 이율이 좋다던데 그게 뭐에요? 
9608	은행에서 가입하나요?
9610	그럼 어디서 만드나요? 
9612	어떤 점이 좋은가요? 
9614	은행보다 높은 이자인가요?
9616	증권사의 투자상품이지만 입출금이 가능한거군요.
9618	이자는 은행처럼 1년에  한번 나오나요?
9622	목돈을 한달동안 거치하지 않아도 이자가 나오나요?
9626	MMF 계좌는 어떤 상품인가요? 
9628	은행상품이 아닌가요? 
9630	손해를 볼수도 있나요?
9632	불안해서 돈을 맡길 수 있겠나요?
9634	어떤 곳에 주로 투자하나요?
9638	매일 이자가 들어오나요?
9640	이율이 동일한가요?
9642	자동이체 가능한가요?
9646	통장 비밀번호를 바꾸고 싶어요. 어떻게 하나요?
9648	은행 방문을 해야하나요?
9650	원래 쓰던 비밀번호를 알려주나요?
9652	직장에 다니는 중이라 은행 방문이 쉽지 않은데 다른 방법이 있나요?
9654	앱으로도 가능한가요?
9656	어디에서 변경되나요? 
9658	바로 바뀌나요?
9660	그럼 체크카드 비밀번호도 같이 바뀌나요?
9662	예전에 쓰던 비밀번호를 누르라는데요?
9666	OO은행 앱 사용중인데 보안카드 없이 사용할 수 있다는데 맞나요?
9668	그게 뭔가요?
9680	엄청 간단하네요?
9682	비밀번호를 잊어버리면 어떻게 하나요? 
9684	비밀번호가 없는데 로그인이 되나요? 
9686	국내에서 사용한 이용대금을 분할 납부 하고 싶은거든요?
9692	그럼 일시불거래를 분할 납부로 어떻게 신청하나요?
9694	언제든 신청 하면 되는건가요?
9697	일시불 거래한걸 분할납부 할때 최대 몇개월까지 가능 하나요?
9699	제 카드대금 결제일이 매월 15일인데 언제까지 분할납부 신청을 해야하나요?
9702	제가 30일에 백화점에서 결제한 카드는 제휴카드인데 실적 포함되나요?
9726	해외에서 거래한 건을 취소하고싶은데 어떻게 해야할까요?
9735	그래도 제가 직접 해외 매장에 전화나이메일로 대화하기가 어려운데 좀 도와 주시면 안될까요?
9739	승인취소 확정 되었다는 것을 알수있는 방법은 무엇인가요? 
9746	국내 거래는 이용하면서 해외 사용만 정지할수있나요?
9748	국내 전용 카드를 발급하려면 어떻게 해야 하나요?
9750	국내 전용 카드는 따로 정해 져있나요?
9752	해외 이용 일시정지는 어떻게 신청 하는건가요?
9755	해외거래를 취소했는데 거래금액과 취소금액이 달라요?
9757	취소거래 할때에도 수수료가 붙는건가요?
9759	해외 거래건은영수증을 언제까지 보관하는게 좋은가요?
9761	만약 영수증을 잃어버리면 어떻게 해야 하나요?
9764	인터넷 으로 결제한건 제외이군요?
9786	현재 누적 금액이 얼마 인가요?
9788	누적 이용금액 산전 기준이 궁금한데요?
9790	누적 이용금액 알림 서비스는 어떻게 이용하나요?
9794	반대로 알림 서비스 시청을 거부하려면 어떻게 하는 건가요?
9796	적립금의 유효기간은 어떻게 되나요?
9798	적립금을 다른 사람에게 양도 할수 있나요?
9800	적립금 확인은 어디서 할수 있나요?
9802	주문결제시 적립금은 어떻게 사용할 수있나요?
9806	신용카드로 지방세를 납부 할 경우 소득 공제를 받을수있나요?
9808	신용카드로 지방세 납부시 카드 포인트로 납부할수있나요?
9810	카드로 지방세 납부시 ISP나 공인 인증서가 필요하나요?
9812	한번에 여러건의 지방세를 납부할수 있나요?
9814	지방세 납부방법및 가능 시간은 어떻게 되나요?
9817	지방세도 할부로 납부 할수 있나요?
9820	그럼 할부로 결제 했는데 수수료도 발생하나요?
9822	지방세를 일시불로 결제 했다가 취소하고 다시 할부로 결제 가능 한가요?
9826	ATM기기로 거래한 영수증 받을수 있나요?
9832	그럼 이체영수증 ,거래확인서 같은것도 출력 가능 한가요?
9837	혹시 언제부터 거래내역 확인할수 있나요?
9841	거래건 출력받을때 수수료가 들까요?
9843	수수료드는것도 있나요?
9866	장기미사용계좌라고 뜨던데요?
9868	이제 그 계좌는 사용 못하나요?
9870	복원은 어떻게 하는건가요?
9872	본인이 가야 하나요?
9874	신분증만 가지고 가면 될까요?
9877	은행 가지 않고 복원은 안되나요?
9879	간편해지는 어디서 하나요?
9886	카드 포인트 얼마 남았는지 알고 싶은데요?
9888	이용하는 방법이 어떻게 되나요?
9890	카드는 여러 개 조회 할 수 있나요?
9892	친구가 그러던데 요즘은 카드포인트를 현금처럼쓸수있다던데요?
9894	현금 전환 신청은 어떻게 하는건데요?
9896	전환은 방식은 어떻게 되는건가요?
9898	가족카드일 경우 누가 신청해야 하나요?
9900	포인트사용처를 알려면 어떻게 해야 하나요?
9902	포인트 유효기간이 있나요?
9906	인터넷뱅킹 관련해서 문의 좀 드리려구요?
9908	송금 수수료가 어떻게 되나요?
9912	타행으로 할 때는요?
9914	 건당 500원 인가요?
9916	그럼 혹시 타행수수료 면제되는 방법은 없나요?
9918	에이스 고객은 완전 면제인건가요?
9920	그럼 에이스고객 도니는 방법이 있나요?
9922	등급업데이트 기간이 있나요?
9926	예금잔액증명서는 어떤건가요?
9928	예금의 잔액증명서를 발급받으려먼 은행가야하나요?
9930	본인말고 다른 사람이 가도 되나요?
9932	대리인이 가면 필요한 서류가 있나요?
9934	잔액증명서는 영어도로  발급가능한가요?
9936	은행을 방문하지 않고 발급은 안되나요?
9938	비대면 발급 하려면 어떻게 하면 되나요?
9940	몇 개의 계좌까지 신청가능한가요?
